customer_id,age,gender,location,monthly_income,monthly_emi_outflow,total_credit_limit,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,months_since_last_default,target_credit_score_movement
3870,51,Male,Rural,3819.84,134.62,12471.37,1509.04,0.121,1,100,0,0,-18.69,0.0,,increase
3871,23,Male,Urban,12516.88,1793.42,65545.46,28512.28,0.435,0,100,0,0,-353.21,0.0,,increase
3872,41,Male,Rural,5862.57,1044.89,18150.08,11924.6,0.657,1,98,0,1,-132.95,15108.69,,decrease
3873,26,Male,Urban,16684.2,2552.31,80057.66,19934.36,0.249,3,100,0,0,-246.94,0.0,,increase
3874,22,Male,Urban,11497.31,951.54,37664.34,10207.04,0.271,2,98,0,1,-113.8,0.0,,increase
3875,31,Male,Urban,4314.08,781.73,15350.3,9854.89,0.642,4,83,1,1,-18.31,0.0,,decrease
3876,54,Female,Urban,12558.28,2160.79,65389.25,18505.16,0.283,2,100,0,0,-229.24,0.0,,stable
3877,51,Male,Urban,3819.38,201.86,11698.98,678.54,0.058,4,96,0,2,-6.72,0.0,,stable
3878,42,Male,Metro,11163.33,2036.85,63213.17,12452.99,0.197,4,98,0,1,-138.84,0.0,,stable
3879,21,Female,Metro,10408.53,3027.85,50523.15,37639.75,0.745,2,86,0,2,-139.88,0.0,,stable
3880,37,Male,Urban,4178.0,619.18,24374.24,6264.18,0.257,4,100,0,0,-77.6,0.0,,increase
3881,43,Female,Metro,1782.56,338.72,8612.07,6140.41,0.713,0,90,0,0,-38.03,0.0,,stable
3882,42,Male,Urban,16880.47,2177.72,67818.23,24278.93,0.358,2,81,1,2,-15.04,42908.47,,decrease
3883,18,Male,Rural,6837.54,842.15,30817.11,15655.09,0.508,2,98,0,1,-174.54,0.0,,stable
3884,29,Male,Rural,5173.9,396.5,15705.17,3423.73,0.218,1,100,0,0,-42.41,0.0,,increase
3885,39,Female,Urban,6079.21,709.06,27182.37,6442.22,0.237,4,98,0,1,-71.82,0.0,,increase
3886,46,Female,Metro,14245.26,922.56,76184.41,12951.35,0.17,1,100,0,0,-160.44,0.0,,stable
3887,18,Male,Urban,27700.57,4374.71,148133.3,50069.06,0.338,1,96,0,2,-496.2,0.0,,stable
3888,38,Female,Urban,11287.36,886.02,56566.65,15612.4,0.276,2,100,0,0,-193.4,0.0,28.0,increase
3889,41,Female,Metro,9312.63,694.51,33125.67,12322.75,0.372,1,98,0,1,-137.39,0.0,57.0,stable
3890,50,Male,Metro,8795.65,834.93,42119.08,5517.6,0.131,3,83,1,1,-10.25,0.0,,decrease
3891,48,Female,Metro,9289.66,931.29,47938.8,6711.43,0.14,3,92,0,4,-49.88,0.0,,stable
3892,46,Female,Urban,2971.63,197.98,13223.83,1904.23,0.144,3,98,0,1,-21.23,0.0,,increase
3893,30,Male,Metro,10843.91,1364.76,40955.14,18593.63,0.454,4,96,0,2,-184.27,14346.4,,decrease
3894,18,Male,Metro,2876.77,166.39,7303.8,2899.61,0.397,2,81,1,2,-1.8,0.0,,decrease
3895,35,Female,Rural,6948.71,1305.94,23608.04,15557.7,0.659,5,100,0,0,-192.73,0.0,,stable
3896,52,Female,Rural,3666.03,513.97,14700.51,5483.29,0.373,2,83,1,1,-10.19,0.0,,decrease
3897,56,Male,Metro,13198.43,3045.64,76301.21,34793.35,0.456,4,96,0,2,-344.81,0.0,,decrease
3898,48,Female,Metro,9398.55,488.39,34607.01,6160.05,0.178,1,98,0,1,-68.68,0.0,,stable
3899,45,Male,Urban,4693.59,606.45,19891.5,5311.03,0.267,7,98,0,1,-59.21,0.0,,increase
3900,44,Female,Metro,3549.15,560.55,21013.0,5442.37,0.259,3,96,0,2,-53.94,0.0,18.0,stable
3901,33,Female,Urban,16862.54,2683.0,74368.26,26475.1,0.356,2,100,0,0,-327.97,0.0,,increase
3902,38,Female,Metro,6777.62,553.75,29111.6,12052.2,0.414,2,96,0,2,-119.44,0.0,,stable
3903,60,Female,Metro,24336.08,2006.72,87568.01,11471.41,0.131,3,100,0,0,-142.11,0.0,,increase
3904,28,Male,Metro,3041.42,256.57,9637.85,2640.77,0.274,1,85,1,0,-8.18,0.0,,stable
3905,59,Male,Metro,6031.69,408.03,15780.54,6043.95,0.383,1,98,0,1,-67.38,0.0,,increase
3906,36,Female,Rural,1055.23,94.23,4077.94,811.51,0.199,2,100,0,0,-10.05,0.0,,stable
3907,55,Male,Rural,8659.11,560.37,41610.14,8363.64,0.201,1,96,0,2,-82.89,0.0,,stable
3908,23,Male,Rural,9170.27,1186.42,43938.83,27901.16,0.635,0,96,0,2,-276.51,0.0,,stable
3909,47,Female,Urban,3928.23,526.82,19618.18,7160.64,0.365,3,98,0,1,-79.83,13594.73,,stable
3910,31,Male,Urban,3795.06,508.39,14721.71,3518.49,0.239,3,96,0,2,-34.87,0.0,,increase
3911,23,Male,Metro,5485.89,1476.75,27703.32,15375.34,0.555,4,83,1,1,-28.57,21434.64,,decrease
3912,42,Male,Urban,5072.54,608.25,27952.0,8385.6,0.3,2,98,0,1,-93.49,0.0,,stable
3913,52,Female,Rural,3447.3,778.17,13643.94,5880.54,0.431,4,96,0,2,-58.28,0.0,63.0,stable
3914,29,Male,Metro,15343.99,2081.12,84636.91,11425.98,0.135,5,98,0,1,-127.39,0.0,70.0,stable
3915,22,Male,Urban,4321.34,717.49,19838.58,7003.02,0.353,2,98,0,1,-78.08,0.0,,increase
3916,38,Female,Metro,1909.15,202.86,7401.91,2457.43,0.332,1,98,0,1,-27.4,0.0,,increase
3917,38,Female,Rural,4266.69,605.7,23022.59,6768.64,0.294,1,98,0,1,-75.46,0.0,,stable
3918,46,Female,Urban,4191.54,492.07,12323.88,3918.99,0.318,4,68,2,1,29.13,0.0,,decrease
3919,51,Female,Rural,2041.69,539.71,11160.37,5178.41,0.464,5,83,1,1,-9.62,0.0,,decrease
3920,39,Male,Metro,8219.02,744.92,35009.06,15298.96,0.437,3,98,0,1,-170.57,9944.52,,stable
3921,62,Female,Rural,1324.46,112.69,5785.13,937.19,0.162,3,98,0,1,-10.45,0.0,,increase
3922,42,Male,Metro,9399.85,1085.97,44194.98,15777.61,0.357,0,98,0,1,-175.91,0.0,,increase
3923,35,Male,Metro,7035.32,1449.33,19348.35,11976.63,0.619,5,96,0,2,-118.69,0.0,,decrease
3924,20,Male,Metro,4853.68,882.51,14153.27,7968.29,0.563,5,96,0,2,-78.97,0.0,,decrease
3925,36,Male,Metro,3228.25,182.72,13640.49,2782.66,0.204,1,96,0,2,-27.58,6903.12,,stable
3926,35,Male,Metro,2584.99,417.5,7023.62,2521.48,0.359,6,96,0,2,-24.99,8178.9,,decrease
3927,51,Male,Urban,11122.29,871.91,41623.42,8491.18,0.204,3,98,0,1,-94.67,0.0,,stable
3928,45,Female,Rural,4135.5,351.1,9769.02,2608.33,0.267,2,83,1,1,-4.85,0.0,,decrease
3929,25,Male,Rural,1574.82,116.23,5649.4,1237.22,0.219,1,81,1,2,-0.77,4357.37,,decrease
3930,42,Female,Urban,5950.7,757.99,21718.08,10402.96,0.479,2,85,1,0,-32.22,0.0,,decrease
3931,48,Female,Metro,5946.77,1058.08,26582.71,11563.48,0.435,3,92,0,4,-85.95,0.0,,stable
3932,58,Female,Metro,19359.09,1510.87,69527.62,20858.29,0.3,2,98,0,1,-232.55,0.0,,increase
3933,50,Male,Urban,4496.93,435.25,22949.69,7114.4,0.31,2,98,0,1,-79.32,0.0,,stable
3934,49,Female,Rural,10123.12,954.35,43427.62,15373.38,0.354,2,98,0,1,-171.4,20238.64,,stable
3935,40,Female,Urban,5148.04,255.83,18297.89,4830.64,0.264,0,100,0,0,-59.84,0.0,,stable
3936,44,Female,Urban,2623.79,286.5,12379.89,2475.98,0.2,2,100,0,0,-30.67,0.0,,increase
3937,54,Male,Metro,10015.79,1254.84,47506.39,18289.96,0.385,3,100,0,0,-226.57,0.0,,increase
3938,24,Male,Urban,14070.61,2279.69,58952.49,24170.52,0.41,4,98,0,1,-269.48,0.0,,stable
3939,35,Male,Urban,11320.12,1300.67,51412.62,13418.69,0.261,2,98,0,1,-149.61,0.0,48.0,stable
3940,30,Male,Urban,7474.77,625.15,26239.99,4224.64,0.161,3,94,0,3,-36.63,0.0,,increase
3941,44,Female,Metro,14471.51,2500.45,75660.89,29734.73,0.393,3,98,0,1,-331.51,0.0,,stable
3942,54,Female,Metro,8111.71,377.59,28376.61,6100.97,0.215,1,98,0,1,-68.02,0.0,,stable
3943,32,Male,Rural,5401.01,363.5,15022.65,6850.33,0.456,0,100,0,0,-84.86,0.0,,stable
3944,18,Male,Urban,2140.27,404.95,5948.66,2926.74,0.492,5,96,0,2,-29.0,7847.83,,stable
3945,35,Male,Urban,6961.37,179.19,24688.48,2098.52,0.085,1,98,0,1,-23.4,0.0,,stable
3946,50,Male,Metro,20689.95,5522.46,112513.65,52206.33,0.464,6,96,0,2,-517.38,74986.0,,decrease
3947,46,Female,Urban,1908.94,442.63,9137.21,5911.77,0.647,3,85,1,0,-18.31,0.0,,stable
3948,45,Female,Metro,2873.59,470.25,14806.43,5878.15,0.397,2,96,0,2,-58.25,7187.39,,decrease
3949,36,Male,Metro,5726.61,284.44,29080.31,2355.51,0.081,2,98,0,1,-26.26,12913.81,,stable
3950,24,Male,Urban,2322.75,714.37,12543.52,9319.84,0.743,3,75,1,0,28.86,0.0,,decrease
3951,46,Female,Urban,9686.72,2354.5,50867.28,31486.85,0.619,2,100,0,0,-390.05,0.0,,increase
3952,29,Male,Metro,2148.57,266.17,11486.68,4778.46,0.416,2,81,1,2,-2.96,0.0,,decrease
3953,66,Female,Metro,11594.13,1981.04,45154.64,19371.34,0.429,2,98,0,1,-215.97,0.0,,decrease
3954,46,Female,Urban,12119.29,2204.92,70764.19,19247.86,0.272,3,98,0,1,-214.6,0.0,,stable
3955,33,Female,Metro,11403.41,1658.98,36915.63,21115.74,0.572,3,81,1,2,-13.08,13313.37,,decrease
3956,32,Male,Metro,7303.73,697.29,29226.98,10054.08,0.344,1,81,1,2,-6.23,0.0,,decrease
3957,38,Male,Rural,7412.96,852.43,35046.68,12651.85,0.361,1,98,0,1,-141.06,0.0,,increase
3958,37,Female,Urban,2672.59,476.02,14045.2,6123.71,0.436,3,100,0,0,-75.86,0.0,,increase
3959,53,Male,Rural,6116.8,602.65,30138.03,8920.86,0.296,3,98,0,1,-99.46,0.0,,stable
3960,42,Male,Urban,3891.84,909.07,12799.53,9356.46,0.731,2,56,2,2,139.09,0.0,,decrease
3961,31,Female,Metro,13431.75,1564.66,69318.45,17398.93,0.251,2,98,0,1,-193.98,0.0,,stable
3962,62,Female,Rural,8384.64,647.32,27362.43,7552.03,0.276,1,98,0,1,-84.2,0.0,,stable
3963,40,Male,Metro,4082.92,273.35,21191.28,1165.52,0.055,3,100,0,0,-14.44,0.0,,increase
3964,49,Male,Urban,7674.63,1051.19,38104.04,13222.1,0.347,4,98,0,1,-147.41,0.0,,stable
3965,32,Female,Metro,9480.74,626.7,42757.32,11972.05,0.28,0,81,1,2,-7.42,0.0,,decrease
3966,44,Male,Urban,4305.56,461.0,15033.05,6479.24,0.431,3,98,0,1,-72.24,0.0,,decrease
3967,43,Male,Rural,5180.8,658.91,17460.71,4312.8,0.247,3,98,0,1,-48.08,0.0,,increase
3968,18,Female,Urban,8583.46,1799.59,41881.18,24751.78,0.591,4,77,1,4,45.99,26370.87,,decrease
3969,64,Male,Urban,4358.22,378.15,22011.04,3785.9,0.172,2,100,0,0,-46.9,0.0,,stable
3970,55,Male,Rural,2743.24,143.37,8106.64,2845.43,0.351,1,94,0,3,-24.67,0.0,,stable
3971,35,Male,Metro,8444.97,571.05,40266.72,3181.07,0.079,2,96,0,2,-31.53,19702.87,,decrease
3972,26,Female,Metro,20337.25,2932.85,112936.64,35236.23,0.312,3,85,1,0,-109.13,0.0,,decrease
3973,44,Female,Rural,4583.38,747.09,22034.35,4935.69,0.224,4,98,0,1,-55.03,0.0,,stable
3974,41,Female,Urban,4689.08,586.53,13798.58,3463.44,0.251,4,100,0,0,-42.9,0.0,,increase
3975,44,Female,Urban,3445.03,313.19,16866.63,9226.05,0.547,0,96,0,2,-91.43,3989.66,,stable
3976,42,Female,Urban,13420.88,1325.27,45668.49,27446.76,0.601,2,96,0,2,-272.0,0.0,,decrease
3977,46,Female,Metro,13286.04,4390.03,68454.47,41620.32,0.608,5,94,0,3,-360.91,0.0,,stable
3978,57,Male,Metro,6499.52,939.08,19144.45,9419.07,0.492,3,81,1,2,-5.83,0.0,,decrease
3979,46,Male,Metro,4149.21,894.49,19758.83,11064.94,0.56,2,81,1,2,-6.85,0.0,,decrease
3980,27,Female,Metro,4122.4,750.85,11363.29,6147.54,0.541,4,70,2,0,38.08,0.0,,decrease
3981,56,Male,Urban,3296.82,433.75,11148.0,3667.69,0.329,2,96,0,2,-36.35,0.0,,stable
3982,59,Male,Metro,5097.73,521.21,19297.04,6638.18,0.344,1,83,1,1,-12.33,0.0,,decrease
3983,77,Male,Urban,4052.04,491.52,16834.32,10672.96,0.634,2,98,0,1,-118.99,0.0,,increase
3984,26,Female,Metro,4294.87,734.41,25091.39,7828.51,0.312,4,98,0,1,-87.28,11859.35,,decrease
3985,42,Male,Metro,15715.85,1997.78,55179.58,23947.94,0.434,2,100,0,0,-296.66,0.0,,stable
3986,18,Female,Metro,21840.5,3377.82,107775.39,45157.89,0.419,2,98,0,1,-503.47,0.0,,increase
3987,46,Male,Urban,2798.92,115.63,14280.49,2813.26,0.197,0,100,0,0,-34.85,0.0,,increase
3988,33,Female,Metro,4826.57,400.26,12452.01,4358.2,0.35,1,94,0,3,-37.79,0.0,,decrease
3989,63,Male,Urban,3090.17,316.71,12376.09,4492.52,0.363,2,94,0,3,-38.96,0.0,,decrease
3990,30,Female,Metro,8998.16,1995.24,49826.5,28600.41,0.574,2,81,1,2,-17.71,0.0,,decrease
3991,19,Male,Metro,5675.86,498.27,18710.03,1029.05,0.055,3,100,0,0,-12.75,0.0,,increase
3992,34,Male,Rural,2478.87,279.04,11179.29,6282.76,0.562,0,98,0,1,-70.05,0.0,,increase
3993,18,Female,Metro,22894.79,1964.52,112723.9,15217.73,0.135,2,96,0,2,-150.81,42766.78,,decrease
3994,49,Male,Rural,7175.21,360.22,19141.34,1761.0,0.092,3,100,0,0,-21.81,0.0,,increase
3995,18,Male,Rural,2569.28,272.16,13707.49,4071.12,0.297,2,94,0,3,-35.3,6488.8,,decrease
3996,40,Female,Urban,17226.59,2454.66,67040.74,13877.43,0.207,5,98,0,1,-154.72,0.0,9.0,stable
3997,18,Male,Urban,2688.44,312.16,13391.02,2330.04,0.174,2,98,0,1,-25.98,4694.34,,decrease
3998,36,Female,Rural,7840.92,1222.82,43207.25,24196.06,0.56,3,96,0,2,-239.79,23535.91,,decrease
3999,59,Male,Rural,27708.23,2142.14,145736.9,32790.8,0.225,3,79,1,3,20.31,0.0,,decrease
4000,44,Male,Urban,5473.53,438.53,22479.92,5934.7,0.264,2,96,0,2,-58.81,0.0,,stable
4001,29,Female,Metro,5884.25,648.88,19795.53,2058.74,0.104,5,100,0,0,-25.5,0.0,,increase
4002,39,Female,Metro,8096.23,1280.21,35267.19,15482.3,0.439,2,100,0,0,-191.79,0.0,,increase
4003,40,Male,Metro,34189.69,2011.97,135160.58,18787.32,0.139,1,98,0,1,-209.46,0.0,,stable
4004,45,Female,Metro,20235.48,2096.22,118115.18,18780.31,0.159,2,100,0,0,-232.65,0.0,,increase
4005,23,Female,Metro,5278.86,337.91,25962.78,1453.92,0.056,5,100,0,0,-18.01,0.0,,increase
4006,47,Female,Urban,7425.59,1934.11,20291.32,14934.41,0.736,5,73,1,1,64.75,28769.04,,decrease
4007,18,Male,Urban,11447.81,1040.26,32065.43,10741.92,0.335,1,81,1,2,-6.65,0.0,14.0,decrease
4008,32,Male,Urban,4443.62,198.27,11852.61,3377.99,0.285,0,98,0,1,-37.66,0.0,,stable
4009,34,Male,Metro,3260.78,576.18,12852.92,2480.61,0.193,6,98,0,1,-27.66,0.0,,increase
4010,47,Male,Metro,15380.88,1001.05,86276.0,11474.71,0.133,1,98,0,1,-127.93,0.0,,increase
4011,40,Male,Urban,8572.78,356.06,38135.07,6444.83,0.169,0,96,0,2,-63.87,0.0,,stable
4012,23,Male,Urban,7500.46,1059.83,18880.23,12895.2,0.683,1,94,0,3,-111.82,0.0,,decrease
4013,28,Female,Urban,13021.03,1133.0,67676.97,19626.32,0.29,3,83,1,1,-36.47,0.0,,stable
4014,42,Female,Metro,3229.68,442.25,11402.57,6761.72,0.593,0,85,1,0,-20.94,0.0,,decrease
4015,39,Male,Rural,4336.39,563.58,19716.84,8754.28,0.444,1,98,0,1,-97.6,0.0,,stable
4016,33,Female,Urban,38034.39,5500.74,222223.87,85556.19,0.385,3,96,0,2,-847.88,0.0,,stable
4017,34,Female,Urban,8927.3,1114.2,37573.69,13939.84,0.371,0,96,0,2,-138.15,25871.46,,stable
4018,48,Male,Metro,11175.13,762.06,44493.76,9966.6,0.224,1,85,1,0,-30.87,0.0,,decrease
4019,33,Male,Rural,5492.21,547.01,31693.9,7860.09,0.248,2,100,0,0,-97.37,0.0,,increase
4020,38,Male,Metro,1984.35,126.08,6802.52,863.92,0.127,2,100,0,0,-10.7,0.0,,stable
4021,66,Female,Metro,4061.22,101.97,17858.86,2518.1,0.141,0,94,0,3,-21.84,15372.93,,stable
4022,22,Male,Rural,9666.42,1054.47,33991.09,18491.15,0.544,1,92,0,4,-137.44,0.0,,decrease
4023,18,Male,Urban,4106.13,248.33,14524.14,2875.78,0.198,1,96,0,2,-28.5,0.0,,decrease
4024,49,Male,Metro,6392.52,285.69,21306.9,6093.77,0.286,1,98,0,1,-67.94,17770.66,,increase
4025,31,Female,Rural,6253.97,527.02,25096.86,4592.73,0.183,3,98,0,1,-51.2,0.0,,decrease
4026,36,Female,Urban,3028.1,347.85,10520.86,3619.18,0.344,1,96,0,2,-35.87,0.0,,stable
4027,30,Male,Rural,2078.26,275.62,5381.91,2970.81,0.552,2,100,0,0,-36.8,0.0,,stable
4028,36,Male,Rural,5055.32,669.6,28634.01,9621.03,0.336,2,81,1,2,-5.96,0.0,,decrease
4029,59,Female,Metro,5554.08,437.93,32166.21,385.99,0.012,3,100,0,0,-4.78,0.0,,increase
4030,49,Female,Urban,7037.3,1355.74,37281.39,14800.71,0.397,3,98,0,1,-165.01,0.0,,stable
4031,50,Female,Metro,2642.74,327.61,14621.58,3786.99,0.259,3,96,0,2,-37.53,0.0,,decrease
4032,23,Other,Urban,4126.62,141.83,20204.88,2747.86,0.136,0,96,0,2,-27.23,0.0,,stable
4033,26,Male,Metro,11661.97,977.51,42430.05,8613.3,0.203,2,100,0,0,-106.7,0.0,,increase
4034,18,Male,Urban,47173.09,4976.49,148672.86,63037.29,0.424,5,100,0,0,-780.9,0.0,,stable
4035,30,Female,Rural,5544.23,415.27,30569.81,1650.77,0.054,4,98,0,1,-18.4,0.0,,increase
4036,51,Male,Rural,8156.62,1944.75,39731.27,19468.32,0.49,4,85,1,0,-60.29,0.0,6.0,decrease
4037,46,Male,Metro,10128.88,574.53,47874.54,4978.95,0.104,2,94,0,3,-43.17,15232.94,,decrease
4038,37,Male,Metro,8841.9,929.66,40745.89,8841.86,0.217,3,100,0,0,-109.53,0.0,,stable
4039,39,Male,Metro,11605.75,2945.37,53388.63,31392.51,0.588,3,96,0,2,-311.11,0.0,10.0,stable
4040,31,Male,Metro,3679.89,413.64,15151.57,3545.47,0.234,2,92,0,4,-26.35,4047.91,,decrease
4041,42,Female,Urban,4672.73,558.97,16473.26,8335.47,0.506,2,100,0,0,-103.26,0.0,,stable
4042,49,Male,Rural,6074.92,747.69,24703.37,9634.31,0.39,2,96,0,2,-95.48,0.0,,stable
4043,20,Male,Metro,3660.57,453.78,14272.41,4238.91,0.297,3,98,0,1,-47.26,0.0,,stable
4044,43,Male,Urban,8126.17,839.59,39405.07,3585.86,0.091,3,98,0,1,-39.98,22045.52,,stable
4045,51,Female,Urban,1568.71,461.06,6856.38,3441.9,0.502,5,96,0,2,-34.11,5025.95,,decrease
4046,35,Female,Metro,12712.74,2975.44,66626.86,47771.46,0.717,4,90,0,0,-295.89,0.0,,stable
4047,48,Male,Metro,6480.48,1557.11,38660.57,11675.49,0.302,4,100,0,0,-144.63,0.0,,increase
4048,73,Male,Rural,8290.56,1830.51,24535.67,12194.23,0.497,4,100,0,0,-151.06,0.0,,increase
4049,38,Female,Metro,14467.72,1978.43,79899.38,21173.34,0.265,1,94,0,3,-183.6,0.0,,decrease
4050,44,Male,Urban,16095.74,3139.27,81853.24,53695.73,0.656,1,83,1,1,-99.78,0.0,,decrease
4051,31,Other,Metro,8689.89,1797.98,40281.17,14420.66,0.358,3,96,0,2,-142.91,0.0,,stable
4052,42,Female,Urban,1783.34,414.74,8631.41,4600.54,0.533,2,98,0,1,-51.29,0.0,,increase
4053,45,Male,Metro,2098.33,182.68,6133.63,2128.37,0.347,2,85,1,0,-6.59,0.0,,decrease
4054,42,Female,Metro,2970.73,381.96,15127.29,5158.41,0.341,6,98,0,1,-57.51,0.0,,increase
4055,27,Male,Metro,11920.41,1534.84,67665.53,9608.51,0.142,5,98,0,1,-107.13,26617.28,,stable
4056,42,Male,Metro,2685.95,191.07,12636.37,4296.37,0.34,1,85,1,0,-13.31,0.0,,stable
4057,57,Male,Rural,4328.81,763.91,10752.95,6720.59,0.625,5,68,2,1,49.95,0.0,,decrease
4058,45,Female,Urban,4464.79,342.44,16814.11,6994.67,0.416,1,100,0,0,-86.65,0.0,,stable
4059,51,Male,Rural,6565.58,410.32,22367.16,2259.08,0.101,2,98,0,1,-25.19,0.0,,increase
4060,37,Male,Rural,8414.11,720.01,31298.55,14240.84,0.455,1,94,0,3,-123.49,0.0,,decrease
4061,48,Male,Metro,7694.63,1016.62,29596.5,7695.09,0.26,2,98,0,1,-85.79,16780.61,,stable
4062,43,Female,Rural,8939.41,1231.43,38231.39,13380.99,0.35,3,94,0,3,-116.03,0.0,,stable
4063,28,Male,Urban,2776.84,214.33,9957.38,3166.45,0.318,2,90,0,5,-19.61,2980.43,,decrease
4064,43,Male,Urban,12259.74,958.11,39938.04,12420.73,0.311,2,98,0,1,-138.48,22478.64,,stable
4065,28,Female,Rural,5591.49,437.9,23139.91,1758.63,0.076,2,100,0,0,-21.79,0.0,,increase
4066,32,Female,Metro,12253.56,1525.79,60518.13,13556.06,0.224,4,98,0,1,-151.14,0.0,,increase
4067,42,Female,Metro,5013.07,164.92,22979.06,1309.81,0.057,2,98,0,1,-14.6,6579.22,,stable
4068,43,Male,Metro,1713.51,258.87,6262.52,2411.07,0.385,3,94,0,3,-20.91,0.0,,stable
4069,25,Female,Rural,8126.8,991.55,46365.06,16784.15,0.362,2,98,0,1,-187.13,0.0,,stable
4070,52,Male,Metro,6512.23,376.6,24883.68,4727.9,0.19,1,100,0,0,-58.57,0.0,,increase
4071,46,Male,Rural,11828.64,933.05,34091.75,10022.97,0.294,1,100,0,0,-124.16,0.0,,increase
4072,31,Female,Metro,9673.44,938.59,25489.7,15650.68,0.614,0,79,1,3,9.69,0.0,,decrease
4073,21,Female,Urban,47375.21,5170.38,243035.59,44475.51,0.183,3,98,0,1,-495.86,0.0,,increase
4074,38,Female,Urban,14605.22,1395.43,64183.98,20089.59,0.313,3,98,0,1,-223.98,49206.42,,decrease
4075,34,Female,Rural,4285.59,316.21,18611.86,3033.73,0.163,2,100,0,0,-37.58,0.0,,increase
4076,41,Female,Metro,2374.21,470.73,12338.16,6070.37,0.492,3,98,0,1,-67.68,3980.65,,decrease
4077,35,Male,Metro,3912.19,1025.6,13596.01,11311.88,0.832,3,88,0,1,-56.05,0.0,,stable
4078,18,Female,Rural,2645.66,101.78,7217.45,1183.66,0.164,2,100,0,0,-14.66,0.0,,increase
4079,35,Male,Rural,3541.41,882.48,17611.37,12257.51,0.696,2,100,0,0,-151.84,0.0,,increase
4080,36,Female,Metro,6595.23,964.72,19217.46,11030.82,0.574,4,100,0,0,-136.65,0.0,,increase
4081,47,Male,Urban,7494.7,875.69,29810.7,9718.29,0.326,2,83,1,1,-18.06,29367.91,,decrease
4082,31,Male,Metro,18839.86,1780.8,60600.8,8968.92,0.148,2,98,0,1,-99.99,0.0,,stable
4083,60,Female,Urban,3261.54,70.18,16362.98,1652.66,0.101,0,94,0,3,-14.33,0.0,15.0,stable
4084,18,Male,Rural,1929.55,341.66,8097.55,3384.78,0.418,4,98,0,1,-37.74,0.0,,increase
4085,55,Female,Rural,9124.25,1022.39,52908.15,4444.28,0.084,4,94,0,3,-38.54,0.0,,stable
4086,37,Female,Urban,15246.5,3653.67,63452.7,38706.15,0.61,4,81,1,2,-23.97,0.0,,decrease
4087,50,Male,Metro,5107.73,757.32,21089.79,6263.67,0.297,3,100,0,0,-77.59,0.0,,increase
4088,40,Female,Urban,12435.41,1148.48,48979.39,9942.82,0.203,2,98,0,1,-110.85,0.0,,increase
4089,53,Female,Rural,8744.51,275.51,26785.72,7660.72,0.286,0,96,0,2,-75.92,0.0,,decrease
4090,35,Female,Rural,1542.45,273.41,7606.32,2943.65,0.387,3,92,0,4,-21.88,0.0,,decrease
4091,26,Female,Urban,3842.43,503.75,13594.78,4146.41,0.305,2,96,0,2,-41.09,0.0,,stable
4092,57,Male,Metro,5156.99,511.16,15220.02,1019.74,0.067,7,98,0,1,-11.37,0.0,,stable
4093,38,Male,Metro,28965.44,1821.26,95625.28,19125.06,0.2,1,96,0,2,-189.53,0.0,,stable
4094,42,Male,Rural,7280.98,479.74,22258.41,9637.89,0.433,1,94,0,3,-83.57,16842.34,,decrease
4095,54,Male,Urban,4218.08,79.69,21146.11,1501.37,0.071,0,100,0,0,-18.6,0.0,16.0,increase
4096,27,Female,Urban,3683.12,256.38,21820.87,4691.49,0.215,1,94,0,3,-40.68,0.0,,stable
4097,47,Male,Metro,2399.2,248.21,11685.43,3306.98,0.283,1,96,0,2,-32.77,0.0,,stable
4098,32,Female,Metro,15186.03,1308.89,41271.18,19191.1,0.465,2,100,0,0,-237.74,0.0,,increase
4099,38,Female,Rural,6727.33,628.13,15216.63,6193.17,0.407,1,51,3,2,111.24,12948.43,,decrease
4100,40,Male,Rural,7868.39,785.41,22466.49,10087.45,0.449,3,98,0,1,-112.47,0.0,,stable
4101,21,Male,Urban,2439.65,430.52,7842.32,2776.18,0.354,5,98,0,1,-30.95,0.0,,stable
4102,30,Female,Urban,10042.4,996.82,28495.51,4302.82,0.151,3,96,0,2,-42.64,0.0,,decrease
4103,56,Female,Rural,4317.12,1029.22,22565.83,9816.14,0.435,5,85,1,0,-30.4,0.0,,decrease
4104,50,Female,Metro,4327.94,866.88,23833.18,9890.77,0.415,3,83,1,1,-18.38,0.0,,decrease
4105,39,Male,Rural,7303.92,904.92,29582.68,4378.24,0.148,4,100,0,0,-54.24,0.0,,increase
4106,42,Male,Metro,3108.12,309.33,8929.11,4410.98,0.494,3,98,0,1,-49.18,6559.9,,decrease
4107,36,Female,Rural,5780.95,655.49,25108.78,10470.36,0.417,3,98,0,1,-116.73,12230.18,,stable
4108,56,Male,Urban,4982.56,433.62,25016.53,2451.62,0.098,3,98,0,1,-27.33,14792.47,,decrease
4109,37,Female,Urban,12711.76,696.92,49987.03,4248.9,0.085,2,98,0,1,-47.37,0.0,,stable
4110,42,Male,Urban,11201.9,1937.4,46075.95,21471.39,0.466,2,100,0,0,-265.98,0.0,,stable
4111,53,Female,Metro,7672.84,944.85,29379.13,7286.02,0.248,6,81,1,2,-4.51,0.0,,decrease
4112,30,Male,Metro,8764.67,1063.65,38697.2,10951.31,0.283,4,83,1,1,-20.35,0.0,,decrease
